image_id,label_idx,label_name,pred_idx,pred_name,method,insertion_auc,deletion_auc,faithfulness
ADI-TCGA-CDAKCGRC.tif,0,ADI,0,ADI,attention_rollout,0.43029369125375516,0.9308948713890277,-0.5006011801352725
ADI-TCGA-KIMGQMMV.tif,0,ADI,0,ADI,attention_rollout,0.9690107897296548,0.0636079599778168,0.9054028297518381
ADI-TCGA-DMARMGYG.tif,0,ADI,0,ADI,attention_rollout,0.6389890234870836,0.9539054641663096,-0.314916440679226
ADI-TCGA-IINMMNWI.tif,0,ADI,0,ADI,attention_rollout,0.8463736265804619,0.8801861508726143,-0.033812524292152424
ADI-TCGA-EDSHLVGP.tif,0,ADI,0,ADI,attention_rollout,0.7397524254058954,0.5279297118610703,0.21182271354482507
ADI-TCGA-GKLWYTMF.tif,0,ADI,0,ADI,attention_rollout,0.9070192636852153,0.9168020447413437,-0.009782781056128398
ADI-TCGA-HWPKGLLD.tif,0,ADI,0,ADI,attention_rollout,0.9192880317475648,0.9750295181921683,-0.05574148644460353
ADI-TCGA-GPCDEESK.tif,0,ADI,0,ADI,attention_rollout,0.44627856726350723,0.9647674341662787,-0.5184888669027715
ADI-TCGA-WKESVTRS.tif,0,ADI,0,ADI,attention_rollout,0.5097159947734327,0.9842903079441749,-0.4745743131707423
ADI-TCGA-KGWISITI.tif,0,ADI,0,ADI,attention_rollout,0.9268061739183032,0.9454165930836461,-0.018610419165342895
ADI-TCGA-FGDYWLNA.tif,0,ADI,0,ADI,attention_rollout,0.9073307924717664,0.9621048791962676,-0.054774086724501236
ADI-TCGA-CQLFLFQF.tif,0,ADI,0,ADI,attention_rollout,0.8153326086211017,0.9344347290298903,-0.11910212040878865
ADI-TCGA-ALLCGEAG.tif,0,ADI,0,ADI,attention_rollout,0.827885910445475,0.9084420372243039,-0.08055612677882895
ADI-TCGA-VCATHNMW.tif,0,ADI,0,ADI,attention_rollout,0.9337128047831358,0.9040926156821661,0.02962018910096964
ADI-TCGA-SPVPYAHD.tif,0,ADI,0,ADI,attention_rollout,0.9645938176417257,0.9589752598083577,0.005618557833367954
ADI-TCGA-QKGCVNPI.tif,0,ADI,0,ADI,attention_rollout,0.8094712090818212,0.7035805312148294,0.1058906778669918
ADI-TCGA-RRFVVHVV.tif,0,ADI,0,ADI,attention_rollout,0.5130271652474766,0.9545544455829076,-0.441527280335431
ADI-TCGA-HSYWIFQE.tif,0,ADI,0,ADI,attention_rollout,0.9127663698839025,0.9672471439721994,-0.05448077408829688
ADI-TCGA-YQLMLGPQ.tif,0,ADI,0,ADI,attention_rollout,0.3858528277697042,0.96440699811792,-0.5785541703482158
ADI-TCGA-EKGIPQEQ.tif,0,ADI,0,ADI,attention_rollout,0.9471251399535687,0.7572777213412337,0.189847418612335
ADI-TCGA-GIVHEYVM.tif,0,ADI,0,ADI,attention_rollout,0.5904291754541919,0.9697251133969984,-0.37929593794280647
ADI-TCGA-FWYSDVRT.tif,0,ADI,0,ADI,attention_rollout,0.8902141679823399,0.8312189043941907,0.058995263588149216
ADI-TCGA-HWNCGYQE.tif,0,ADI,0,ADI,attention_rollout,0.8863963036099448,0.8451958603481763,0.04120044326176853
ADI-TCGA-NSSGRKTF.tif,0,ADI,0,ADI,attention_rollout,0.8703756394586526,0.9559941734722817,-0.08561853401362907
ADI-TCGA-TYVEINHA.tif,0,ADI,0,ADI,attention_rollout,0.9367211793456227,0.966833281700965,-0.03011210235534234
ADI-TCGA-NFGCDRTW.tif,0,ADI,0,ADI,attention_rollout,0.6509136194357414,0.9733946468285284,-0.32248102739278695
ADI-TCGA-HKEEYTAC.tif,0,ADI,0,ADI,attention_rollout,0.9507859849464148,0.9645002720109187,-0.01371428706450395
ADI-TCGA-KWPFSIVG.tif,0,ADI,0,ADI,attention_rollout,0.7358654745173407,0.9764145680121147,-0.24054909349477394
ADI-TCGA-FNDICFPT.tif,0,ADI,0,ADI,attention_rollout,0.90407987002749,0.9488226949586532,-0.044742824931163216
ADI-TCGA-NLRTACEF.tif,0,ADI,0,ADI,attention_rollout,0.7376450763666071,0.974802492444869,-0.2371574160782619
ADI-TCGA-CQIWCVFN.tif,0,ADI,0,ADI,attention_rollout,0.9737564419209956,0.8464843919477425,0.12727204997325314
ADI-TCGA-TIIWPMEV.tif,0,ADI,0,ADI,attention_rollout,0.876193236396648,0.8399039132916367,0.03628932310501132
ADI-TCGA-ECCCPIIQ.tif,0,ADI,0,ADI,attention_rollout,0.92230369576253,0.9515308207715862,-0.02922712500905622
ADI-TCGA-NCLPTEHA.tif,0,ADI,5,MUS,attention_rollout,0.415383814945817,0.549134434144944,-0.133750619199127
ADI-TCGA-WHLMWLMY.tif,0,ADI,0,ADI,attention_rollout,0.8968990197009407,0.9627599496371113,-0.06586092993617065
ADI-TCGA-KDFCMSSW.tif,0,ADI,0,ADI,attention_rollout,0.603703658632876,0.9205595008865931,-0.3168558422537171
ADI-TCGA-CTMHNCGF.tif,0,ADI,0,ADI,attention_rollout,0.49103595389518884,0.9697629346302711,-0.47872698073508224
