image_id,label_idx,label_name,pred_idx,pred_name,method,insertion_auc,deletion_auc,faithfulness
ADI-TCGA-CDAKCGRC.tif,0,ADI,0,ADI,lrp,0.4311018613562919,0.8048235065618065,-0.37372164520551454
ADI-TCGA-KIMGQMMV.tif,0,ADI,0,ADI,lrp,0.41980098901549345,0.7791703135194257,-0.3593693245039322
ADI-TCGA-DMARMGYG.tif,0,ADI,0,ADI,lrp,0.19986679574591104,0.8680102203274145,-0.6681434245815034
ADI-TCGA-IINMMNWI.tif,0,ADI,0,ADI,lrp,0.23936086797155437,0.8806825507967734,-0.6413216828252191
ADI-TCGA-EDSHLVGP.tif,0,ADI,0,ADI,lrp,0.3139034166542114,0.6155476458393968,-0.3016442291851854
ADI-TCGA-GKLWYTMF.tif,0,ADI,0,ADI,lrp,0.33831664738012474,0.9003713792702184,-0.5620547318900937
ADI-TCGA-HWPKGLLD.tif,0,ADI,0,ADI,lrp,0.28347271481994546,0.9170564399124125,-0.633583725092467
ADI-TCGA-GPCDEESK.tif,0,ADI,0,ADI,lrp,0.3982003037404502,0.8903530697454698,-0.4921527660050196
ADI-TCGA-WKESVTRS.tif,0,ADI,0,ADI,lrp,0.18349398253485558,0.9020441281283273,-0.7185501455934717
ADI-TCGA-KGWISITI.tif,0,ADI,0,ADI,lrp,0.30971826573484573,0.8341607035521882,-0.5244424378173425
ADI-TCGA-FGDYWLNA.tif,0,ADI,0,ADI,lrp,0.330359423472546,0.8968363830947783,-0.5664769596222323
ADI-TCGA-CQLFLFQF.tif,0,ADI,0,ADI,lrp,0.3417228897078894,0.7608699777955189,-0.4191470880876295
ADI-TCGA-ALLCGEAG.tif,0,ADI,0,ADI,lrp,0.2828908562206197,0.8906202297448181,-0.6077293735241984
ADI-TCGA-VCATHNMW.tif,0,ADI,0,ADI,lrp,0.24680681973462923,0.920009470146615,-0.6732026504119858
ADI-TCGA-SPVPYAHD.tif,0,ADI,0,ADI,lrp,0.3316091640933882,0.934451227991376,-0.6028420638979879
