image_id,label_idx,label_name,pred_idx,pred_name,method,insertion_auc,deletion_auc,faithfulness
ADI-TCGA-CDAKCGRC.tif,0,ADI,0,ADI,lrp,0.3686340589041356,0.44605459955055254,-0.07742054064641696
ADI-TCGA-KIMGQMMV.tif,0,ADI,0,ADI,lrp,0.4521206143463496,0.4580088703054935,-0.005888255959143884
ADI-TCGA-DMARMGYG.tif,0,ADI,0,ADI,lrp,0.3092039415100589,0.4923325322801247,-0.18312859077006577
ADI-TCGA-IINMMNWI.tif,0,ADI,0,ADI,lrp,0.4510921050782781,0.4481457809312269,0.0029463241470512047
ADI-TCGA-EDSHLVGP.tif,0,ADI,0,ADI,lrp,0.14534229813492855,0.18774125624680893,-0.04239895811188038
ADI-TCGA-GKLWYTMF.tif,0,ADI,0,ADI,lrp,0.32165612996555865,0.49341304911300543,-0.17175691914744678
ADI-TCGA-HWPKGLLD.tif,0,ADI,0,ADI,lrp,0.3835424245754257,0.6215473762887995,-0.23800495171337382
ADI-TCGA-GPCDEESK.tif,0,ADI,0,ADI,lrp,0.37166649709106425,0.5800468712067233,-0.20838037411565902
ADI-TCGA-WKESVTRS.tif,0,ADI,0,ADI,lrp,0.32158611458493397,0.6522006168216469,-0.3306145022367129
ADI-TCGA-KGWISITI.tif,0,ADI,0,ADI,lrp,0.32094935840636024,0.5323459919728339,-0.2113966335664737
ADI-TCGA-FGDYWLNA.tif,0,ADI,0,ADI,lrp,0.3772213528398424,0.5939475741190836,-0.21672622127924118
ADI-TCGA-CQLFLFQF.tif,0,ADI,0,ADI,lrp,0.445710236224113,0.4826287834346295,-0.03691854721051652
ADI-TCGA-ALLCGEAG.tif,0,ADI,0,ADI,lrp,0.3887412170949392,0.1905241910228506,0.1982170260720886
ADI-TCGA-VCATHNMW.tif,0,ADI,0,ADI,lrp,0.2848209688463248,0.6279109160124791,-0.34308994716615426
ADI-TCGA-SPVPYAHD.tif,0,ADI,0,ADI,lrp,0.39462429052917286,0.6323040924221277,-0.23767980189295485
ADI-TCGA-QKGCVNPI.tif,0,ADI,0,ADI,lrp,0.3081867046910338,0.6197444120934233,-0.3115577074023895
ADI-TCGA-RRFVVHVV.tif,0,ADI,0,ADI,lrp,0.106592513146461,0.1560810002218932,-0.0494884870754322
ADI-TCGA-HSYWIFQE.tif,0,ADI,0,ADI,lrp,0.3120589229976758,0.6408401324879378,-0.328781209490262
ADI-TCGA-YQLMLGPQ.tif,0,ADI,0,ADI,lrp,0.40771576582686975,0.6890835517086089,-0.28136778588173916
ADI-TCGA-EKGIPQEQ.tif,0,ADI,0,ADI,lrp,0.2780421369883697,0.5458753786236048,-0.2678332416352351
ADI-TCGA-GIVHEYVM.tif,0,ADI,0,ADI,lrp,0.3678392757760593,0.605621190740494,-0.23778191496443474
ADI-TCGA-FWYSDVRT.tif,0,ADI,0,ADI,lrp,0.2538947725307662,0.7167917526792735,-0.46289698014850733
ADI-TCGA-HWNCGYQE.tif,0,ADI,0,ADI,lrp,0.35242238918552177,0.741210571610136,-0.38878818242461427
ADI-TCGA-NSSGRKTF.tif,0,ADI,0,ADI,lrp,0.3981314439070411,0.5456408706167714,-0.14750942670973027
ADI-TCGA-TYVEINHA.tif,0,ADI,0,ADI,lrp,0.5020729241147638,0.6896055547147991,-0.18753263060003533
ADI-TCGA-NFGCDRTW.tif,0,ADI,0,ADI,lrp,0.3602419191779336,0.5500523863546551,-0.18981046717672156
ADI-TCGA-HKEEYTAC.tif,0,ADI,0,ADI,lrp,0.5069973962614313,0.5642355239042082,-0.057238127642776915
ADI-TCGA-KWPFSIVG.tif,0,ADI,0,ADI,lrp,0.3218643414892722,0.6161783474276309,-0.2943140059383587
ADI-TCGA-FNDICFPT.tif,0,ADI,0,ADI,lrp,0.3863717453903518,0.4762116513983347,-0.08983990600798292
ADI-TCGA-NLRTACEF.tif,0,ADI,0,ADI,lrp,0.2539154176868033,0.2951157934265211,-0.0412003757397178
ADI-TCGA-CQIWCVFN.tif,0,ADI,0,ADI,lrp,0.4284387610194971,0.4233263325504959,0.005112428469001229
ADI-TCGA-TIIWPMEV.tif,0,ADI,0,ADI,lrp,0.3734105454734527,0.6242378054885194,-0.25082726001506667
ADI-TCGA-ECCCPIIQ.tif,0,ADI,0,ADI,lrp,0.40196105707203966,0.6283203097246587,-0.22635925265261903
